CHEMBL ID,AlogP,Smiles,Standard Value,Standard Units
CHEMBL3930270,6.53,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,510,nM
CHEMBL3981210,4.81,COc1ccc(COc2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CBr)c5cc34)cc2)cc1,10000,nM
CHEMBL1929306,4.43,CCOc1ccccc1-c1nnc(SCc2ccccc2)o1,38430,nM
CHEMBL1929315,4.17,Fc1ccc(-c2nnc(SCc3ccccc3)o2)cc1,,
CHEMBL4463766,5.07,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1,79,nM
CHEMBL268291,-0.3,CN(C)C=O,,
CHEMBL1009,0.05,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,2880,nM
CHEMBL76751,5.64,c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1,39,nM
CHEMBL1944920,0.57,Cn1cc(NC(=O)/C=N/O)c(=O)n1-c1ccccc1,8900,nM
CHEMBL1944923,3.83,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)cc2)cc1,23500,nM
CHEMBL1944641,5.76,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,100000,nM
CHEMBL279138,3.6,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,21000,nM
CHEMBL4559807,5.84,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3OC)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,0.636,nM
CHEMBL313433,3.69,CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c(C)c1C,100000,nM
CHEMBL330882,3.25,COc1cccc2ncnc(NCc3ccccc3)c12,4900,nM
CHEMBL119000,3.15,O=[N+]([O-])c1ccc2ncnc(NCc3ccccc3)c2c1,10000,nM
CHEMBL3944027,4.82,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,20,nM
CHEMBL3973862,4.93,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,65,nM
CHEMBL3903707,4.75,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1,650,nM
CHEMBL3954273,4.88,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,1,nM
CHEMBL3910422,4.87,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,5.5,nM
CHEMBL1336,5.55,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,
CHEMBL2011291,6.28,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,110,nM
CHEMBL78249,1.69,N#CC(Cc1ccc(O)c(O)c1)C(=N)S,70000,nM
CHEMBL3663937,3.69,C=CC(=O)Nc1ccc(F)c(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1,1.5,nM
CHEMBL3905284,4.51,COc1cccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,601,nM
CHEMBL2403108,6.36,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,1000,nM
CHEMBL3952877,4.69,COC[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,28,nM
CHEMBL3774448,2.72,O=C1NC(=S)S/C1=C\c1ccc2ncccc2c1,10000,nM
CHEMBL3193172,1.75,O=C1OCC/C1=C\c1ccc2c(c1)OCO2,10000,nM
CHEMBL3586177,6.26,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccc(Br)n1,3100,nM
CHEMBL3663929,2.26,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,4.5,nM
CHEMBL4562805,4.45,COc1cc(NC(=O)N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1,1000,nM
CHEMBL4452957,4.56,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1cc(F)ccc1C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,23.4,nM
CHEMBL4563157,3.42,C=CC(=O)N1CCC[C@H](Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1,,
CHEMBL4102577,6.09,CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,6.8,nM
CHEMBL4096980,6.89,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc4ccccc4c3)ccn2)c1,1,nM
CHEMBL4078963,5.8,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccs3)ccn2)c1,1,nM
CHEMBL4082884,5.37,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C(C)(C)C)ccn2)c1,16,nM
CHEMBL4092990,6.66,C=CC(=O)Nc1ccc(CN(C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)c2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)cc1,16.8,nM
CHEMBL554,6.14,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,27.06,nM
CHEMBL4071012,5.42,C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,2.2,nM
CHEMBL4060003,5.7,C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCOCC2)c1,1,nM
CHEMBL4082884,5.37,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C(C)(C)C)ccn2)c1,57,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,nM
CHEMBL3968417,3.62,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,1,nM
CHEMBL3929484,4.49,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,0.27,nM
CHEMBL3973028,4.16,CCC(=O)Nc1cc2c(N[C@H](C)c3ccccc3)ncnc2cc1OC,86,nM
CHEMBL3901943,5.36,C=CC(=O)N1CCCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,830,nM
CHEMBL3973973,5.4,C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,3716,nM
CHEMBL3935558,5.73,C=CC(=O)Nc1ccccc1-n1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,32770,nM
CHEMBL3959632,5.73,C=CC(=O)Nc1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,134.8,nM
CHEMBL3961202,5.75,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,660,nM
CHEMBL3916436,5.73,C=CC(=O)Nc1ccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)cc1,50000,nM
CHEMBL3545308,4.78,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,262.3,nM
CHEMBL3894726,4.51,COc1ccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,587,nM
CHEMBL3674150,3.93,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,18,nM
CHEMBL3678947,5.41,CC(C)n1c(Nc2cccc(Br)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,4,nM
CHEMBL4535949,2.87,COc1cc2c(Nc3ccc(F)cc3Cl)ncnc2cc1OCCNC(=O)Cn1cnc([N+](=O)[O-])n1,48.07,nM
CHEMBL3604930,2.38,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(N)cc3)n2)n[nH]1,1400,nM
CHEMBL3604937,3.77,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,70,nM
CHEMBL3746387,4.05,COc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,21310,nM
CHEMBL3746711,4.26,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,1261.83,nM
CHEMBL3786523,2.37,C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,9100,nM
CHEMBL3786812,2.61,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,4200,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,9700,nM
CHEMBL4532084,3.18,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,6.24,nM
CHEMBL4460151,2.23,COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,16.43,nM
CHEMBL4576032,2.37,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,3.7,nM
CHEMBL513703,3.64,CC(C)(C)C(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2,10000,nM
CHEMBL568150,1.95,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,10000,nM
CHEMBL81712,5.15,O=C(c1ccccc1)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,9,nM
CHEMBL2105719,5.16,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,6,nM
CHEMBL3604929,2.38,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc(N)c3)n2)n[nH]1,4900,nM
CHEMBL3922120,3.68,C=CC(=O)N1CCCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,0.25,nM
CHEMBL3965262,3.49,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(C)cc3)nn21,0.34,nM
CHEMBL3908905,3.32,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(F)cc3)nn21,1.2,nM
CHEMBL78018,5.04,NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,4,nM
CHEMBL300817,3.94,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,100000,nM
CHEMBL2148044,4.8,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,15,nM
CHEMBL358728,4.82,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c1,24100,nM
CHEMBL3628808,5.89,O=C(Nc1ccc(Oc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,10000,nM
CHEMBL3633935,7.55,CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(Oc4ccc(Cl)c(Cl)c4)c(Cl)c3)c2c1)C(=O)OCC,10000,nM
CHEMBL3633933,5.14,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,227,nM
CHEMBL3633932,5.89,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,35,nM
CHEMBL301018,4.18,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,400,nM
CHEMBL3628796,5.8,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,7710,nM
CHEMBL118904,4.33,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,100000,nM
CHEMBL3674150,3.93,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,1,nM
CHEMBL4575583,5.89,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3nc(SC)n(C)c3-c3ccc(F)cc3)ccn2)c1,1,nM
CHEMBL1873475,4.22,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.5,nM
CHEMBL3805949,3.94,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2,1000,nM
CHEMBL1752,-2.21,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,,
CHEMBL3353412,4.17,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,786,nM
CHEMBL119977,4.37,Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,30,nM
CHEMBL3758355,6.87,COc1cc2c(Nc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)ncnc2cc1OCc1ccccc1,10000,nM
CHEMBL296407,0.49,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,4500,nM
CHEMBL37373,4.65,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,145,nM
CHEMBL289213,4.13,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,0.72,nM
CHEMBL263788,4.68,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,790,nM
CHEMBL3344213,7.09,CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,39.2,nM
CHEMBL282436,0.07,O=CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000,nM
CHEMBL4441244,7.17,N#Cc1cnc2ccc(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,199,nM
CHEMBL939,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,129.7,nM
CHEMBL174634,3.98,Cc1ccccc1-c1cn(-c2ccccc2)c2ncnc(N)c12,2650,nM
CHEMBL32844,4.28,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1,3,nM
CHEMBL103552,3.41,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,4100,nM
CHEMBL4284841,2.7,COc1ccc(C2=C(C#N)C3=NC4=Nc5ccc(S(=O)(=O)N6CCOCC6)cc5C4=NC3C(O)=C2C#N)cc1,108,nM
CHEMBL2011291,6.28,Nc1c(-c2ccc(F)cc2)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,2800,nM
CHEMBL2205028,4.17,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccc(NS(=O)(=O)c3ccccc3)cc21,40000,nM
CHEMBL121405,4.86,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,2000,nM
CHEMBL3758278,4.64,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,2,nM
CHEMBL3758758,5.33,COC(=O)c1ccc(OC)c(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c1,7,nM
CHEMBL3759980,5.23,C[C@@H](Nc1ncnc2sc(-c3ccc(C(=O)O)cc3)cc12)c1ccccc1,19,nM
CHEMBL3593777,1.96,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,1000,nM
CHEMBL1230609,5.77,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2990,nM
CHEMBL277039,-0.01,NC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000,nM
CHEMBL257478,4.4,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)CCO)c34)cc2C)cn1,2000,nM
CHEMBL57443,2.86,Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,,nM
CHEMBL121260,4.49,Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,84,nM
CHEMBL4585934,3.74,C=CC(=O)N(c1ccc(OC)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,1000,nM
CHEMBL116547,5.04,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O,2000,nM
CHEMBL119156,2.48,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,16000,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.5,nM
CHEMBL3633142,3.41,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.5,nM
CHEMBL3752337,6.74,C=CC(=O)Nc1cccc(-n2c(=O)cc(-c3ccc(-c4ccccc4)cc3)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1000,nM
CHEMBL171727,2.52,CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,11000,nM
CHEMBL3954370,4.78,O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,50000,nM
CHEMBL3909438,5.09,Cc1ccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c2c1,280,nM
CHEMBL3909438,5.09,Cc1ccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c2c1,50000,nM
CHEMBL3937373,5.09,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c12,680,nM
CHEMBL3972316,5.36,C=CC(=O)N1CCCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cccc(C)c32)C1,249.6,nM
CHEMBL3985134,5.18,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,1,nM
CHEMBL3956465,5.13,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,1,nM
CHEMBL593905,6.69,COc1cc2ncnc(Nc3ccc(-c4nc5cc(C(F)(F)F)ccc5s4)cc3)c2cc1OCCCN1CCN(C)CC1,10000,nM
CHEMBL1241674,2.84,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,4400,nM
CHEMBL1241675,2.84,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,12000,nM
CHEMBL484967,3.49,NCc1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,10000,nM
CHEMBL488271,3.89,CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,9900,nM
CHEMBL3960332,4.36,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,6.8,nM
CHEMBL3622672,4.34,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,22,nM
CHEMBL3785500,4.43,Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000,nM
CHEMBL53062,3.54,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.6,nM
CHEMBL93423,3.31,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,25000,nM
CHEMBL48650,2.9,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,7700,nM
CHEMBL116857,4.68,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,2880,nM
CHEMBL330323,3.94,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,200,nM
CHEMBL120564,2.14,COc1cc(C=C(C#N)C#N)cc(C)c1O,87096.36,nM
CHEMBL3818115,5.19,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,1.34,nM
CHEMBL3818289,3.31,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)CO1,58.73,nM
CHEMBL419248,3.93,COc1cc2cc(-c3ccccc3OC)cnc2cc1OC,20000,nM
CHEMBL3760071,5.34,COC(=O)c1cc(OC)c(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,4,nM
CHEMBL3758739,4.84,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3C(F)F)nc21,370,nM
CHEMBL553,3.41,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,50,nM
CHEMBL175760,5.23,CC(C)(Nc1nc(Cl)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,,nM
CHEMBL175914,4.3,CN(c1ccc2ncsc2c1)c1nc(O)nc(NC(C)(C)c2ccccc2)n1,,nM
CHEMBL347160,7.31,O=C(NCc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)NCc2ccccc2)[nH]c2ccccc12,15000,nM
CHEMBL3910697,3.83,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Cl)cc3)nn21,,
CHEMBL1336,5.55,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,57.8,nM
CHEMBL4516635,6.58,COc1cc2c(Nc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,9.3,nM
CHEMBL3936761,4.22,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,606,nM
CHEMBL4586164,1.68,Cn1c(=O)[nH]c2nc(SC/C(=N/O)c3ccc(Br)cc3)[nH]c2c1=O,2880,nM
CHEMBL54088,3.2,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,0.48,nM
CHEMBL31815,3.81,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,4.7,nM
CHEMBL128027,5.91,CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,9000,nM
CHEMBL4575697,3.6,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C,142.7,nM
CHEMBL4476791,3.67,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)C,2.213,nM
CHEMBL4575647,3.88,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1NCCN(C)C,12000,nM
CHEMBL31369,4.2,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,27,nM
CHEMBL31276,4.06,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,8.6,nM
CHEMBL3918306,5.93,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(=O)CCc2ccccc2)CCO1,50,nM
CHEMBL3945177,4.51,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,50,nM
CHEMBL3893846,4.7,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)C(C)(C)C(=O)O1,50,nM
CHEMBL148744,3.6,Cc1c[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1CCC(=O)O,50000,nM
CHEMBL3986123,5.73,CCCC(C)C(=O)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,50,nM
CHEMBL3948084,5.13,CCC(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cc1OC,17,nM
CHEMBL3974571,4.78,C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,21,nM
CHEMBL3960911,4.69,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC,519,nM
CHEMBL3958466,4.71,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(C)=O)CCCO1,50,nM
CHEMBL3962032,5.34,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4CC(C)C)c3)ncnc2cc1OC,421,nM
CHEMBL3924098,4.82,COc1cc2c(Nc3ccc(Br)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,50,nM
CHEMBL3943512,5.52,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,65,nM
CHEMBL2110732,5.16,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,6,nM
CHEMBL3922922,4.49,CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,164,nM
CHEMBL3921555,3.3,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,19,nM
CHEMBL3921347,3.61,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ncc4c3)ncnc2cc1OC,79,nM
CHEMBL3963723,4.21,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,6,nM
CHEMBL3907533,5,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,26,nM
CHEMBL3890751,5.55,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,36,nM
